date,store_id,product_name,units_sold,revenue,stock_level,promotion,region,day_of_week,month,quarter,year
2023-12-04,S004,Ibuprofen,90,494.29,359,False,East,Monday,12,4,2023
2023-12-05,S005,Vitamin D,135,1953.18,74,False,South,Tuesday,12,4,2023
2023-12-06,S004,Paracetamol,193,1351.33,47,False,West,Wednesday,12,4,2023
2023-12-07,S001,Ibuprofen,101,70.33,159,False,West,Thursday,12,4,2023
2023-12-08,S004,Aspirin,30,548.06,312,False,North,Friday,12,4,2023
2023-12-09,S003,Omega-3,56,558.39,117,False,West,Saturday,12,4,2023
2023-12-10,S004,Omega-3,110,185.05,99,False,South,Sunday,12,4,2023
2023-12-11,S002,Vitamin D,196,1921.66,379,False,South,Monday,12,4,2023
2023-12-12,S002,Magnesium,93,982.6,416,True,North,Tuesday,12,4,2023
2023-12-13,S003,Magnesium,15,1796.84,407,False,West,Wednesday,12,4,2023
2023-12-14,S001,Vitamin C,156,678.32,166,False,West,Thursday,12,4,2023
2023-12-15,S002,Vitamin D,194,294.21,289,True,West,Friday,12,4,2023
2023-12-16,S005,Vitamin C,140,974.96,439,False,East,Saturday,12,4,2023
2023-12-17,S002,Magnesium,10,272.22,155,False,West,Sunday,12,4,2023
2023-12-18,S002,Vitamin D,67,997.73,420,False,South,Monday,12,4,2023
2023-12-19,S001,Vitamin D,133,1844.58,6,True,South,Tuesday,12,4,2023
2023-12-20,S004,Vitamin D,175,1065.5,195,False,East,Wednesday,12,4,2023
2023-12-21,S002,Magnesium,24,1252.17,420,False,East,Thursday,12,4,2023
2023-12-22,S003,Vitamin C,171,355.44,55,False,West,Friday,12,4,2023
2023-12-23,S004,Vitamin C,198,135.28,320,False,North,Saturday,12,4,2023
2023-12-24,S005,Vitamin D,172,266.08,192,False,East,Sunday,12,4,2023
2023-12-25,S001,Ibuprofen,73,1217.14,46,True,East,Monday,12,4,2023
2023-12-26,S005,Paracetamol,34,235.27,147,False,West,Tuesday,12,4,2023
2023-12-27,S004,Magnesium,33,783.19,274,False,West,Wednesday,12,4,2023
2023-12-28,S004,Paracetamol,21,1122.68,156,False,East,Thursday,12,4,2023
2023-12-29,S004,Paracetamol,27,807.87,201,False,North,Friday,12,4,2023
2023-12-30,S005,Vitamin C,24,369.18,443,False,East,Saturday,12,4,2023
2023-12-31,S004,Vitamin C,36,583.89,401,False,West,Sunday,12,4,2023
2024-01-01,S005,Ibuprofen,81,1860.22,475,False,West,Monday,1,1,2024
2024-01-02,S004,Paracetamol,69,1368.17,418,False,East,Tuesday,1,1,2024
2024-01-03,S003,Paracetamol,183,1017.29,426,False,North,Wednesday,1,1,2024
2024-01-04,S004,Vitamin D,154,74.79,494,False,East,Thursday,1,1,2024
2024-01-05,S005,Vitamin C,102,1985.21,478,False,East,Friday,1,1,2024
2024-01-06,S002,Paracetamol,62,1359.34,474,False,West,Saturday,1,1,2024
2024-01-07,S004,Omega-3,17,668.0,125,False,North,Sunday,1,1,2024
2024-01-08,S002,Ibuprofen,88,1764.57,394,False,South,Monday,1,1,2024
2024-01-09,S003,Omega-3,36,553.94,304,True,North,Tuesday,1,1,2024
2024-01-10,S001,Omega-3,183,1110.83,368,False,East,Wednesday,1,1,2024
2024-01-11,S003,Magnesium,59,1290.34,293,False,East,Thursday,1,1,2024
2024-01-12,S004,Magnesium,140,481.07,63,False,East,Friday,1,1,2024
2024-01-13,S002,Ibuprofen,102,1957.87,324,False,North,Saturday,1,1,2024
2024-01-14,S002,Omega-3,181,1508.97,391,False,West,Sunday,1,1,2024
2024-01-15,S005,Paracetamol,190,1137.74,417,False,East,Monday,1,1,2024
2024-01-16,S002,Vitamin C,33,402.16,175,False,East,Tuesday,1,1,2024
2024-01-17,S005,Ibuprofen,69,155.02,115,False,North,Wednesday,1,1,2024
2024-01-18,S001,Vitamin D,131,674.12,439,False,South,Thursday,1,1,2024
2024-01-19,S004,Omega-3,140,1518.72,203,False,South,Friday,1,1,2024
2024-01-20,S005,Ibuprofen,157,575.2,485,True,West,Saturday,1,1,2024
2024-01-21,S001,Aspirin,55,1102.13,320,False,West,Sunday,1,1,2024
2024-01-22,S002,Aspirin,24,1469.5,30,False,East,Monday,1,1,2024
2024-01-23,S002,Magnesium,162,260.49,387,False,North,Tuesday,1,1,2024
2024-01-24,S001,Vitamin C,26,1386.33,112,True,East,Wednesday,1,1,2024
2024-01-25,S002,Paracetamol,135,229.15,364,False,West,Thursday,1,1,2024
2024-01-26,S001,Vitamin C,93,1932.0,433,True,North,Friday,1,1,2024
2024-01-27,S005,Vitamin C,18,1002.37,324,False,North,Saturday,1,1,2024
2024-01-28,S005,Vitamin C,175,343.82,413,False,West,Sunday,1,1,2024
2024-01-29,S001,Vitamin C,185,717.65,375,False,South,Monday,1,1,2024
2024-01-30,S005,Vitamin D,197,856.16,343,False,South,Tuesday,1,1,2024
2024-01-31,S005,Vitamin D,72,1528.46,442,False,North,Wednesday,1,1,2024
2024-02-01,S005,Magnesium,126,1499.68,66,False,East,Thursday,2,1,2024
2024-02-02,S003,Ibuprofen,139,1243.28,74,False,South,Friday,2,1,2024
2024-02-03,S004,Aspirin,97,256.56,44,False,East,Saturday,2,1,2024
2024-02-04,S002,Vitamin C,81,345.56,259,True,South,Sunday,2,1,2024
2024-02-05,S003,Magnesium,148,232.83,153,False,South,Monday,2,1,2024
2024-02-06,S005,Ibuprofen,73,1175.49,154,False,East,Tuesday,2,1,2024
2024-02-07,S001,Aspirin,81,1760.42,429,False,West,Wednesday,2,1,2024
2024-02-08,S005,Omega-3,30,895.91,362,True,South,Thursday,2,1,2024
2024-02-09,S004,Paracetamol,27,363.65,447,False,South,Friday,2,1,2024
2024-02-10,S005,Vitamin D,73,1138.18,474,False,East,Saturday,2,1,2024
2024-02-11,S001,Omega-3,91,1632.92,233,False,West,Sunday,2,1,2024
2024-02-12,S004,Aspirin,119,1496.34,50,True,South,Monday,2,1,2024
2024-02-13,S005,Omega-3,104,1768.83,305,False,South,Tuesday,2,1,2024
2024-02-14,S004,Paracetamol,175,591.91,261,True,West,Wednesday,2,1,2024
2024-02-15,S002,Magnesium,41,428.21,314,False,South,Thursday,2,1,2024
2024-02-16,S002,Aspirin,20,1765.64,124,False,West,Friday,2,1,2024
2024-02-17,S005,Omega-3,54,1332.24,398,False,West,Saturday,2,1,2024
2024-02-18,S004,Vitamin D,42,656.31,244,False,East,Sunday,2,1,2024
2024-02-19,S001,Vitamin D,111,1497.58,29,False,North,Monday,2,1,2024
2024-02-20,S005,Ibuprofen,178,1639.48,425,False,West,Tuesday,2,1,2024
2024-02-21,S002,Omega-3,145,1249.21,484,False,East,Wednesday,2,1,2024
2024-02-22,S002,Vitamin C,20,1391.37,121,False,North,Thursday,2,1,2024
2024-02-23,S005,Omega-3,188,781.76,124,False,South,Friday,2,1,2024
2024-02-24,S004,Magnesium,97,1100.46,36,False,North,Saturday,2,1,2024
2024-02-25,S002,Aspirin,50,1072.11,169,True,West,Sunday,2,1,2024
2024-02-26,S004,Aspirin,154,1703.69,123,False,West,Monday,2,1,2024
2024-02-27,S002,Magnesium,85,1687.93,356,True,West,Tuesday,2,1,2024
2024-02-28,S002,Omega-3,130,1673.73,34,False,West,Wednesday,2,1,2024
2024-02-29,S003,Magnesium,55,71.51,86,False,West,Thursday,2,1,2024
2024-03-01,S002,Paracetamol,169,1511.61,133,False,East,Friday,3,1,2024
2024-03-02,S001,Magnesium,89,1529.42,195,False,West,Saturday,3,1,2024
2024-03-03,S005,Vitamin D,63,1372.84,273,False,East,Sunday,3,1,2024
2024-03-04,S005,Magnesium,95,1524.72,200,False,South,Monday,3,1,2024
2024-03-05,S004,Aspirin,101,1691.84,368,False,West,Tuesday,3,1,2024
2024-03-06,S002,Vitamin D,157,967.12,284,False,West,Wednesday,3,1,2024
2024-03-07,S001,Aspirin,170,1029.0,76,True,North,Thursday,3,1,2024
2024-03-08,S004,Ibuprofen,177,293.19,58,False,South,Friday,3,1,2024
2024-03-09,S003,Vitamin C,169,801.48,430,False,West,Saturday,3,1,2024
2024-03-10,S004,Aspirin,106,1304.56,125,False,West,Sunday,3,1,2024
2024-03-11,S004,Vitamin D,11,1571.78,499,False,South,Monday,3,1,2024
2024-03-12,S002,Ibuprofen,42,473.56,400,False,East,Tuesday,3,1,2024
2024-03-13,S003,Aspirin,167,318.75,108,True,West,Wednesday,3,1,2024
2024-03-14,S004,Paracetamol,170,1342.93,223,False,North,Thursday,3,1,2024
2024-03-15,S001,Magnesium,86,53.67,495,False,West,Friday,3,1,2024
2024-03-16,S001,Vitamin C,125,397.83,277,False,North,Saturday,3,1,2024
2024-03-17,S005,Aspirin,163,106.69,67,False,North,Sunday,3,1,2024
2024-03-18,S003,Ibuprofen,159,375.43,68,False,West,Monday,3,1,2024
2024-03-19,S003,Paracetamol,112,403.57,164,True,West,Tuesday,3,1,2024
2024-03-20,S005,Omega-3,175,805.96,488,False,North,Wednesday,3,1,2024
2024-03-21,S004,Ibuprofen,112,834.54,304,False,South,Thursday,3,1,2024
2024-03-22,S003,Magnesium,99,1754.81,396,True,South,Friday,3,1,2024
2024-03-23,S001,Ibuprofen,183,1044.71,161,False,West,Saturday,3,1,2024
2024-03-24,S001,Paracetamol,131,1460.64,364,False,East,Sunday,3,1,2024
2024-03-25,S002,Ibuprofen,152,253.07,341,False,South,Monday,3,1,2024
2024-03-26,S003,Paracetamol,115,489.61,308,False,West,Tuesday,3,1,2024
2024-03-27,S004,Aspirin,128,1420.74,378,True,South,Wednesday,3,1,2024
2024-03-28,S005,Paracetamol,181,152.97,342,False,East,Thursday,3,1,2024
2024-03-29,S005,Paracetamol,58,998.87,434,True,West,Friday,3,1,2024
2024-03-30,S004,Vitamin C,113,1218.77,386,False,East,Saturday,3,1,2024
2024-03-31,S002,Paracetamol,70,1224.18,41,True,West,Sunday,3,1,2024
2024-04-01,S005,Paracetamol,132,94.72,353,False,East,Monday,4,2,2024
2024-04-02,S003,Omega-3,143,678.11,415,False,South,Tuesday,4,2,2024
2024-04-03,S002,Aspirin,18,1291.16,108,False,South,Wednesday,4,2,2024
2024-04-04,S003,Magnesium,15,340.55,50,False,East,Thursday,4,2,2024
2024-04-05,S001,Vitamin C,82,1406.06,249,False,East,Friday,4,2,2024
2024-04-06,S002,Omega-3,112,1504.55,496,False,East,Saturday,4,2,2024
2024-04-07,S005,Vitamin D,169,1964.84,340,False,West,Sunday,4,2,2024
2024-04-08,S002,Aspirin,50,459.19,429,False,South,Monday,4,2,2024
2024-04-09,S002,Aspirin,123,1659.0,382,False,West,Tuesday,4,2,2024
2024-04-10,S002,Vitamin D,17,1064.58,491,False,South,Wednesday,4,2,2024
2024-04-11,S002,Magnesium,81,778.25,20,False,North,Thursday,4,2,2024
2024-04-12,S003,Paracetamol,187,288.63,299,False,West,Friday,4,2,2024
2024-04-13,S001,Omega-3,101,1484.24,138,False,South,Saturday,4,2,2024
2024-04-14,S004,Ibuprofen,71,509.92,358,False,South,Sunday,4,2,2024
2024-04-15,S002,Vitamin C,93,774.27,323,True,West,Monday,4,2,2024
2024-04-16,S005,Ibuprofen,71,171.96,498,True,West,Tuesday,4,2,2024
2024-04-17,S002,Vitamin D,120,1612.67,384,False,South,Wednesday,4,2,2024
2024-04-18,S005,Aspirin,136,1544.85,91,False,West,Thursday,4,2,2024
2024-04-19,S003,Magnesium,16,1480.55,446,True,East,Friday,4,2,2024
2024-04-20,S005,Aspirin,93,633.91,279,False,West,Saturday,4,2,2024
2024-04-21,S004,Vitamin C,141,388.29,124,False,West,Sunday,4,2,2024
2024-04-22,S001,Aspirin,143,1293.23,482,False,West,Monday,4,2,2024
2024-04-23,S005,Aspirin,67,1017.52,396,False,South,Tuesday,4,2,2024
2024-04-24,S005,Vitamin C,31,397.59,110,True,East,Wednesday,4,2,2024
2024-04-25,S001,Omega-3,163,1387.53,353,False,North,Thursday,4,2,2024
2024-04-26,S004,Omega-3,136,1982.7,138,False,North,Friday,4,2,2024
2024-04-27,S002,Vitamin C,12,1507.08,483,False,East,Saturday,4,2,2024
2024-04-28,S005,Magnesium,136,1492.97,434,False,East,Sunday,4,2,2024
2024-04-29,S001,Vitamin D,50,1903.11,272,False,East,Monday,4,2,2024
2024-04-30,S003,Aspirin,197,445.73,98,False,South,Tuesday,4,2,2024
2024-05-01,S001,Magnesium,115,1152.82,251,False,North,Wednesday,5,2,2024
2024-05-02,S003,Aspirin,23,1960.31,337,False,East,Thursday,5,2,2024
2024-05-03,S004,Vitamin D,21,372.32,103,False,South,Friday,5,2,2024
2024-05-04,S002,Omega-3,96,1415.49,213,False,North,Saturday,5,2,2024
2024-05-05,S001,Magnesium,21,1192.33,248,True,West,Sunday,5,2,2024
2024-05-06,S005,Paracetamol,150,1193.63,151,True,South,Monday,5,2,2024
2024-05-07,S004,Paracetamol,34,1410.46,249,False,North,Tuesday,5,2,2024
2024-05-08,S001,Paracetamol,54,1862.75,274,False,South,Wednesday,5,2,2024
2024-05-09,S005,Omega-3,131,1576.03,164,False,North,Thursday,5,2,2024
2024-05-10,S001,Omega-3,156,159.47,486,False,North,Friday,5,2,2024
2024-05-11,S003,Vitamin D,64,1712.82,340,False,West,Saturday,5,2,2024
2024-05-12,S001,Aspirin,109,489.81,7,False,South,Sunday,5,2,2024
2024-05-13,S001,Vitamin D,182,784.98,283,False,East,Monday,5,2,2024
2024-05-14,S001,Vitamin D,145,950.38,4,False,West,Tuesday,5,2,2024
2024-05-15,S004,Omega-3,128,987.77,144,True,West,Wednesday,5,2,2024
2024-05-16,S001,Paracetamol,62,898.6,100,False,North,Thursday,5,2,2024
2024-05-17,S005,Ibuprofen,192,1877.84,163,False,East,Friday,5,2,2024
2024-05-18,S003,Aspirin,41,1426.74,373,False,South,Saturday,5,2,2024
2024-05-19,S003,Omega-3,60,1280.78,146,False,East,Sunday,5,2,2024
2024-05-20,S001,Paracetamol,53,147.19,63,False,East,Monday,5,2,2024
2024-05-21,S004,Magnesium,91,1812.63,90,False,East,Tuesday,5,2,2024
2024-05-22,S004,Ibuprofen,155,1823.31,116,True,East,Wednesday,5,2,2024
2024-05-23,S005,Ibuprofen,159,1571.42,353,False,East,Thursday,5,2,2024
2024-05-24,S001,Omega-3,46,63.71,266,False,North,Friday,5,2,2024
2024-05-25,S003,Vitamin C,105,161.7,309,True,North,Saturday,5,2,2024
2024-05-26,S004,Aspirin,65,489.19,172,True,West,Sunday,5,2,2024
2024-05-27,S001,Ibuprofen,114,306.13,46,False,North,Monday,5,2,2024
2024-05-28,S004,Omega-3,68,827.73,139,True,West,Tuesday,5,2,2024
2024-05-29,S004,Omega-3,140,1849.11,245,False,West,Wednesday,5,2,2024
2024-05-30,S003,Paracetamol,165,970.52,148,False,South,Thursday,5,2,2024
2024-05-31,S002,Magnesium,44,76.14,245,False,East,Friday,5,2,2024
2024-06-01,S005,Vitamin C,198,601.35,394,False,North,Saturday,6,2,2024
2024-06-02,S005,Aspirin,102,136.96,486,False,South,Sunday,6,2,2024
2024-06-03,S003,Vitamin D,191,120.76,475,False,North,Monday,6,2,2024
2024-06-04,S004,Magnesium,106,587.65,4,True,West,Tuesday,6,2,2024
2024-06-05,S001,Magnesium,144,587.44,464,False,North,Wednesday,6,2,2024
2024-06-06,S004,Paracetamol,85,1584.9,183,False,East,Thursday,6,2,2024
2024-06-07,S003,Ibuprofen,58,1950.93,19,False,West,Friday,6,2,2024
2024-06-08,S005,Ibuprofen,103,773.85,424,False,West,Saturday,6,2,2024
2024-06-09,S004,Paracetamol,168,886.33,45,False,South,Sunday,6,2,2024
2024-06-10,S005,Omega-3,195,1697.34,11,True,East,Monday,6,2,2024
2024-06-11,S001,Ibuprofen,198,572.87,69,True,West,Tuesday,6,2,2024
2024-06-12,S005,Vitamin C,33,354.94,16,False,East,Wednesday,6,2,2024
2024-06-13,S005,Aspirin,157,1713.52,370,False,North,Thursday,6,2,2024
2024-06-14,S002,Magnesium,46,140.68,146,True,East,Friday,6,2,2024
2024-06-15,S002,Magnesium,13,1258.41,153,False,West,Saturday,6,2,2024
2024-06-16,S002,Vitamin C,117,1145.89,303,False,South,Sunday,6,2,2024
2024-06-17,S005,Ibuprofen,135,724.54,107,False,West,Monday,6,2,2024
2024-06-18,S003,Magnesium,29,664.62,235,False,East,Tuesday,6,2,2024
2024-06-19,S005,Vitamin D,197,1555.12,307,True,East,Wednesday,6,2,2024
2024-06-20,S003,Aspirin,161,218.53,351,False,West,Thursday,6,2,2024
2024-06-21,S003,Aspirin,59,511.73,69,False,East,Friday,6,2,2024
2024-06-22,S002,Magnesium,186,1478.28,182,False,North,Saturday,6,2,2024
2024-06-23,S004,Paracetamol,188,1119.23,249,False,West,Sunday,6,2,2024
2024-06-24,S001,Magnesium,105,299.58,227,True,South,Monday,6,2,2024
2024-06-25,S002,Paracetamol,114,1770.16,101,False,West,Tuesday,6,2,2024
2024-06-26,S002,Magnesium,173,817.22,74,False,North,Wednesday,6,2,2024
2024-06-27,S004,Vitamin D,126,1664.34,416,False,North,Thursday,6,2,2024
2024-06-28,S001,Omega-3,107,1586.04,445,False,North,Friday,6,2,2024
2024-06-29,S005,Aspirin,75,1267.63,215,False,North,Saturday,6,2,2024
2024-06-30,S005,Magnesium,88,1014.24,406,False,North,Sunday,6,2,2024
2024-07-01,S002,Vitamin D,171,1960.12,398,False,South,Monday,7,3,2024
2024-07-02,S001,Paracetamol,173,332.68,410,False,East,Tuesday,7,3,2024
2024-07-03,S002,Paracetamol,15,1464.05,202,False,North,Wednesday,7,3,2024
2024-07-04,S003,Aspirin,48,422.82,191,False,North,Thursday,7,3,2024
2024-07-05,S002,Vitamin C,179,709.61,248,False,West,Friday,7,3,2024
2024-07-06,S002,Magnesium,124,651.96,498,True,South,Saturday,7,3,2024
2024-07-07,S005,Ibuprofen,195,1896.72,241,False,South,Sunday,7,3,2024
2024-07-08,S005,Paracetamol,134,1936.34,464,False,East,Monday,7,3,2024
2024-07-09,S005,Omega-3,21,406.88,178,False,South,Tuesday,7,3,2024
2024-07-10,S003,Omega-3,140,92.97,436,False,West,Wednesday,7,3,2024
2024-07-11,S005,Paracetamol,27,1454.02,461,False,West,Thursday,7,3,2024
2024-07-12,S001,Vitamin C,49,865.08,218,False,East,Friday,7,3,2024
2024-07-13,S004,Vitamin C,30,223.24,81,False,West,Saturday,7,3,2024
2024-07-14,S001,Vitamin D,152,1383.32,91,False,North,Sunday,7,3,2024
2024-07-15,S001,Omega-3,108,1112.96,434,False,North,Monday,7,3,2024
2024-07-16,S005,Vitamin D,35,1962.01,174,False,West,Tuesday,7,3,2024
2024-07-17,S004,Omega-3,17,493.45,238,False,East,Wednesday,7,3,2024
2024-07-18,S004,Magnesium,109,837.76,259,False,South,Thursday,7,3,2024
2024-07-19,S004,Magnesium,96,1107.96,390,False,East,Friday,7,3,2024
2024-07-20,S003,Ibuprofen,51,1593.81,364,False,South,Saturday,7,3,2024
2024-07-21,S005,Magnesium,181,1120.24,162,False,West,Sunday,7,3,2024
2024-07-22,S004,Ibuprofen,23,1245.16,47,False,West,Monday,7,3,2024
2024-07-23,S003,Magnesium,87,490.99,328,False,North,Tuesday,7,3,2024
2024-07-24,S002,Aspirin,11,1701.49,327,True,South,Wednesday,7,3,2024
2024-07-25,S002,Magnesium,128,885.83,115,False,East,Thursday,7,3,2024
2024-07-26,S003,Vitamin D,46,324.87,428,False,West,Friday,7,3,2024
2024-07-27,S003,Paracetamol,78,1345.17,336,False,East,Saturday,7,3,2024
2024-07-28,S005,Vitamin D,175,471.38,336,True,North,Sunday,7,3,2024
2024-07-29,S005,Paracetamol,50,240.25,368,False,South,Monday,7,3,2024
2024-07-30,S002,Vitamin C,71,1730.87,224,False,South,Tuesday,7,3,2024
2024-07-31,S004,Vitamin D,69,947.32,351,True,West,Wednesday,7,3,2024
2024-08-01,S002,Vitamin C,134,1511.1,327,False,South,Thursday,8,3,2024
2024-08-02,S004,Ibuprofen,120,616.65,146,False,West,Friday,8,3,2024
2024-08-03,S004,Ibuprofen,23,1584.59,62,True,North,Saturday,8,3,2024
2024-08-04,S005,Aspirin,93,268.28,293,False,South,Sunday,8,3,2024
2024-08-05,S001,Magnesium,139,744.15,322,False,West,Monday,8,3,2024
2024-08-06,S001,Vitamin D,79,1957.22,442,False,East,Tuesday,8,3,2024
2024-08-07,S003,Vitamin C,154,1598.28,324,False,West,Wednesday,8,3,2024
2024-08-08,S005,Paracetamol,132,1019.65,12,True,South,Thursday,8,3,2024
2024-08-09,S004,Ibuprofen,98,712.57,430,True,North,Friday,8,3,2024
2024-08-10,S001,Magnesium,37,1750.66,493,True,South,Saturday,8,3,2024
2024-08-11,S004,Ibuprofen,75,1112.45,188,True,South,Sunday,8,3,2024
2024-08-12,S001,Paracetamol,172,1528.93,286,False,West,Monday,8,3,2024
2024-08-13,S001,Magnesium,14,1520.51,207,False,East,Tuesday,8,3,2024
2024-08-14,S001,Magnesium,177,84.99,113,False,South,Wednesday,8,3,2024
2024-08-15,S005,Vitamin C,193,296.19,479,False,East,Thursday,8,3,2024
2024-08-16,S002,Vitamin C,173,1336.28,21,True,West,Friday,8,3,2024
2024-08-17,S004,Vitamin D,54,365.16,348,False,East,Saturday,8,3,2024
2024-08-18,S005,Vitamin D,160,548.21,213,False,West,Sunday,8,3,2024
2024-08-19,S005,Omega-3,56,1895.94,170,False,North,Monday,8,3,2024
2024-08-20,S005,Omega-3,40,1142.36,322,False,East,Tuesday,8,3,2024
2024-08-21,S005,Aspirin,148,1513.92,53,False,East,Wednesday,8,3,2024
2024-08-22,S005,Ibuprofen,19,1138.06,393,False,North,Thursday,8,3,2024
2024-08-23,S003,Vitamin D,127,1127.4,297,False,East,Friday,8,3,2024
2024-08-24,S004,Vitamin C,23,233.6,319,False,North,Saturday,8,3,2024
2024-08-25,S005,Paracetamol,89,720.14,125,False,South,Sunday,8,3,2024
2024-08-26,S004,Vitamin C,102,600.74,276,False,West,Monday,8,3,2024
2024-08-27,S003,Ibuprofen,19,811.92,463,False,North,Tuesday,8,3,2024
2024-08-28,S003,Omega-3,85,1606.77,203,False,East,Wednesday,8,3,2024
2024-08-29,S004,Vitamin C,103,775.27,193,False,North,Thursday,8,3,2024
2024-08-30,S001,Aspirin,114,930.81,168,False,East,Friday,8,3,2024
2024-08-31,S002,Ibuprofen,10,824.89,151,False,South,Saturday,8,3,2024
2024-09-01,S001,Omega-3,142,232.15,34,False,North,Sunday,9,3,2024
2024-09-02,S001,Paracetamol,29,910.09,183,False,South,Monday,9,3,2024
2024-09-03,S001,Omega-3,17,431.44,285,True,West,Tuesday,9,3,2024
2024-09-04,S005,Magnesium,180,414.11,56,False,East,Wednesday,9,3,2024
2024-09-05,S003,Aspirin,10,233.37,221,False,East,Thursday,9,3,2024
2024-09-06,S001,Ibuprofen,66,745.51,302,False,South,Friday,9,3,2024
2024-09-07,S003,Paracetamol,73,1527.09,162,True,West,Saturday,9,3,2024
2024-09-08,S004,Aspirin,127,589.06,18,False,North,Sunday,9,3,2024
2024-09-09,S002,Omega-3,37,659.08,369,False,North,Monday,9,3,2024
2024-09-10,S004,Aspirin,130,1303.22,263,False,East,Tuesday,9,3,2024
2024-09-11,S004,Ibuprofen,116,431.89,281,False,South,Wednesday,9,3,2024
2024-09-12,S005,Vitamin D,174,1799.07,112,False,South,Thursday,9,3,2024
2024-09-13,S002,Aspirin,184,1064.37,487,False,North,Friday,9,3,2024
2024-09-14,S004,Magnesium,174,922.83,326,False,West,Saturday,9,3,2024
2024-09-15,S004,Aspirin,58,1137.75,29,True,West,Sunday,9,3,2024
2024-09-16,S002,Omega-3,129,373.77,134,False,North,Monday,9,3,2024
2024-09-17,S002,Omega-3,53,1246.27,66,True,North,Tuesday,9,3,2024
2024-09-18,S004,Paracetamol,65,758.05,64,False,South,Wednesday,9,3,2024
2024-09-19,S002,Omega-3,165,1799.51,291,False,West,Thursday,9,3,2024
2024-09-20,S004,Vitamin C,120,379.27,24,True,North,Friday,9,3,2024
2024-09-21,S004,Ibuprofen,143,1038.75,36,True,North,Saturday,9,3,2024
2024-09-22,S005,Ibuprofen,117,1216.32,0,True,East,Sunday,9,3,2024
2024-09-23,S001,Vitamin D,198,115.1,398,False,North,Monday,9,3,2024
2024-09-24,S004,Vitamin D,157,759.2,36,False,North,Tuesday,9,3,2024
2024-09-25,S003,Ibuprofen,123,1478.64,140,False,West,Wednesday,9,3,2024
2024-09-26,S001,Magnesium,87,1649.74,231,True,South,Thursday,9,3,2024
2024-09-27,S001,Vitamin D,139,660.67,135,True,West,Friday,9,3,2024
2024-09-28,S001,Paracetamol,46,1607.26,388,True,South,Saturday,9,3,2024
2024-09-29,S005,Omega-3,29,1937.12,187,True,East,Sunday,9,3,2024
2024-09-30,S004,Ibuprofen,35,1720.9,127,False,North,Monday,9,3,2024
2024-10-01,S005,Vitamin D,38,279.41,200,False,East,Tuesday,10,4,2024
2024-10-02,S004,Ibuprofen,10,1492.47,126,False,South,Wednesday,10,4,2024
2024-10-03,S005,Vitamin C,128,673.35,256,True,West,Thursday,10,4,2024
2024-10-04,S005,Aspirin,44,1977.41,163,False,West,Friday,10,4,2024
2024-10-05,S003,Omega-3,68,996.45,34,False,East,Saturday,10,4,2024
2024-10-06,S005,Ibuprofen,78,288.75,193,False,South,Sunday,10,4,2024
2024-10-07,S002,Aspirin,170,1464.11,190,False,East,Monday,10,4,2024
2024-10-08,S003,Vitamin D,188,679.87,103,True,East,Tuesday,10,4,2024
2024-10-09,S005,Aspirin,21,1994.3,22,False,North,Wednesday,10,4,2024
2024-10-10,S001,Omega-3,29,1960.58,264,False,East,Thursday,10,4,2024
2024-10-11,S002,Ibuprofen,190,1329.46,289,False,North,Friday,10,4,2024
2024-10-12,S002,Vitamin C,52,303.16,429,False,North,Saturday,10,4,2024
2024-10-13,S002,Magnesium,135,1389.38,461,False,West,Sunday,10,4,2024
2024-10-14,S003,Vitamin D,59,231.41,383,False,North,Monday,10,4,2024
2024-10-15,S005,Ibuprofen,38,107.26,259,False,North,Tuesday,10,4,2024
2024-10-16,S005,Omega-3,194,1654.77,413,False,West,Wednesday,10,4,2024
2024-10-17,S001,Vitamin D,48,459.02,478,False,East,Thursday,10,4,2024
2024-10-18,S001,Paracetamol,193,789.1,357,False,South,Friday,10,4,2024
2024-10-19,S002,Aspirin,180,1948.24,74,False,South,Saturday,10,4,2024
2024-10-20,S001,Magnesium,187,706.84,354,True,South,Sunday,10,4,2024
2024-10-21,S003,Omega-3,160,628.16,71,False,East,Monday,10,4,2024
2024-10-22,S005,Paracetamol,181,1840.51,258,False,North,Tuesday,10,4,2024
2024-10-23,S002,Ibuprofen,47,265.96,397,False,South,Wednesday,10,4,2024
2024-10-24,S001,Vitamin C,93,1531.19,187,False,East,Thursday,10,4,2024
2024-10-25,S003,Vitamin D,160,1976.73,460,False,North,Friday,10,4,2024
2024-10-26,S003,Aspirin,137,1807.53,172,True,West,Saturday,10,4,2024
2024-10-27,S001,Vitamin D,135,1320.75,479,False,South,Sunday,10,4,2024
2024-10-28,S005,Magnesium,54,662.42,289,True,North,Monday,10,4,2024
2024-10-29,S001,Ibuprofen,61,545.93,44,False,South,Tuesday,10,4,2024
2024-10-30,S002,Vitamin D,89,1647.55,60,True,South,Wednesday,10,4,2024
2024-10-31,S001,Aspirin,187,1765.65,82,False,South,Thursday,10,4,2024
2024-11-01,S003,Ibuprofen,133,1074.6,122,False,North,Friday,11,4,2024
2024-11-02,S001,Vitamin D,128,526.46,357,False,East,Saturday,11,4,2024
2024-11-03,S005,Vitamin C,17,270.24,15,False,North,Sunday,11,4,2024
2024-11-04,S004,Omega-3,94,220.0,65,False,South,Monday,11,4,2024
2024-11-05,S001,Ibuprofen,138,1452.2,423,False,North,Tuesday,11,4,2024
